time_date,y_sales,dish_count_in_order_1d,dish_quantity_in_order_avg_1d,dish_base_price,dish_revenue_day_1d,dish_total_quantity_1d,day_order_count_1d,day_total_quantity_1d,day_total_revenue_1d,day_order_variety_1d,avg_order_size_1d,dish_sales_ratio_daily_1d,dish_order_ratio_daily_1d,dish_revenue_ratio_daily_1d,dish_order_size_ratio_1d,day_order_count_3d,day_total_quantity_3d,day_total_revenue_3d,avg_order_size_3d,day_order_variety_3d,dish_count_in_order_3d,dish_quantity_in_order_avg_3d,dish_sales_ratio_daily_3d,dish_order_ratio_daily_3d,dish_revenue_ratio_daily_3d,dish_order_size_ratio_3d,day_order_count_7d,day_total_quantity_7d,day_total_revenue_7d,avg_order_size_7d,day_order_variety_7d,dish_count_in_order_7d,dish_quantity_in_order_avg_7d,dish_sales_ratio_daily_7d,dish_order_ratio_daily_7d,dish_revenue_ratio_daily_7d,dish_order_size_ratio_7d,day_order_count_14d,day_total_quantity_14d,day_total_revenue_14d,avg_order_size_14d,day_order_variety_14d,dish_count_in_order_14d,dish_quantity_in_order_avg_14d,dish_sales_ratio_daily_14d,dish_order_ratio_daily_14d,dish_revenue_ratio_daily_14d,dish_order_size_ratio_14d,day_order_count_30d,day_total_quantity_30d,day_total_revenue_30d,avg_order_size_30d,day_order_variety_30d,dish_count_in_order_30d,dish_quantity_in_order_avg_30d,dish_sales_ratio_daily_30d,dish_order_ratio_daily_30d,dish_revenue_ratio_daily_30d,dish_order_size_ratio_30d
2024-01-01,40,19,2.1052631578947367,35000,1400000,40,66,1579,72745000,10,23.924242424242426,0.0253324889170361,0.2878787878787879,0.019245308955941988,0.08799706676444118,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-02,55,28,1.9642857142857142,35000,1925000,55,115,2575,123375000,10,22.391304347826086,0.021359223300970873,0.24347826086956523,0.015602836879432624,0.0877253814147018,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-03,80,39,2.051282051282051,35000,2800000,80,150,3045,150220000,10,20.3,0.026272577996715927,0.26,0.01863932898415657,0.10104837691044587,331,7199,346340000,21.749244712990937,30,86,2.0348837209302326,0.02430893179608279,0.2598187311178248,0.01768493388000231,0.0922569416965296,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-04,58,30,1.9333333333333333,35000,2030000,58,99,2066,96820000,10,20.86868686868687,0.028073572120038724,0.30303030303030304,0.020966742408593267,0.09264278799612778,364,7686,370415000,21.115384615384617,30,97,1.9896907216494846,0.025110590684361177,0.2664835164835165,0.018236302525545672,0.09380551544042515,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-05,24,14,1.7142857142857142,35000,840000,24,60,1168,55855000,10,19.466666666666665,0.02054794520547945,0.23333333333333334,0.01503894011279205,0.08806262230919766,309,6279,302895000,20.320388349514563,30,83,1.9518072289156627,0.025800286669851888,0.2686084142394822,0.01871935819343337,0.09391792907192377,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-06,86,38,2.263157894736842,35000,3010000,86,93,1884,86750000,10,20.258064516129032,0.045647558386411886,0.40860215053763443,0.034697406340057635,0.11171639289306068,252,5118,239425000,20.30952380952381,30,82,2.048780487804878,0.032825322391559206,0.3253968253968254,0.024558838884828234,0.09747393439946204,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-07,39,20,1.95,35000,1365000,39,59,1084,49590000,10,18.372881355932204,0.035977859778597784,0.3389830508474576,0.027525710828796127,0.10613468634686346,212,4136,192195000,19.50943396226415,30,72,2.0694444444444446,0.03602514506769826,0.33962264150943394,0.027133900465672885,0.10197123384970726,642,13401,635355000,20.873831775700936,70,188,2.0319148936170213,0.028505335422729646,0.29283489096573206,0.021043353715639288,0.09647533066211977,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-08,102,50,2.04,35000,3570000,102,144,3480,164995000,10,24.166666666666668,0.029310344827586206,0.3472222222222222,0.021637019303615262,0.08441379310344828,296,6448,301335000,21.783783783783782,30,108,2.1018518518518516,0.03520471464019851,0.36486486486486486,0.026366004612806346,0.1007549574477908,720,15302,727605000,21.252777777777776,70,219,2.0273972602739727,0.029015814926153443,0.30416666666666664,0.02135774218154081,0.09596343442483508,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-09,76,36,2.111111111111111,35000,2660000,76,127,3051,144485000,10,24.023622047244096,0.02490986561783022,0.28346456692913385,0.018410215593314187,0.08787647037401215,330,7615,359070000,23.075757575757574,30,106,2.047169811320755,0.028496388706500328,0.3212121212121212,0.021151864538947837,0.09280831660810795,732,15778,748715000,21.55464480874317,70,227,2.048458149779736,0.029471415895550766,0.31010928961748635,0.021737243143252104,0.09598501856187942,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-10,74,35,2.1142857142857143,35000,2590000,74,83,1900,87920000,10,22.89156626506024,0.03894736842105263,0.42168674698795183,0.02945859872611465,0.0923609022556391,354,8431,397400000,23.816384180790962,30,121,2.0826446280991737,0.029889692800379553,0.3418079096045198,0.022194262707599395,0.08821705524436652,665,14633,686415000,22.004511278195487,70,223,2.0582959641255605,0.031367457117474205,0.33533834586466166,0.023404208824107865,0.09474395075404987,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
