time_date,y_sales,dish_count_in_order_1d,dish_quantity_in_order_avg_1d,dish_base_price,dish_revenue_day_1d,dish_total_quantity_1d,day_order_count_1d,day_total_quantity_1d,day_total_revenue_1d,day_order_variety_1d,avg_order_size_1d,dish_sales_ratio_daily_1d,dish_order_ratio_daily_1d,dish_revenue_ratio_daily_1d,dish_order_size_ratio_1d,day_order_count_3d,day_total_quantity_3d,day_total_revenue_3d,avg_order_size_3d,day_order_variety_3d,dish_count_in_order_3d,dish_quantity_in_order_avg_3d,dish_sales_ratio_daily_3d,dish_order_ratio_daily_3d,dish_revenue_ratio_daily_3d,dish_order_size_ratio_3d,day_order_count_7d,day_total_quantity_7d,day_total_revenue_7d,avg_order_size_7d,day_order_variety_7d,dish_count_in_order_7d,dish_quantity_in_order_avg_7d,dish_sales_ratio_daily_7d,dish_order_ratio_daily_7d,dish_revenue_ratio_daily_7d,dish_order_size_ratio_7d,day_order_count_14d,day_total_quantity_14d,day_total_revenue_14d,avg_order_size_14d,day_order_variety_14d,dish_count_in_order_14d,dish_quantity_in_order_avg_14d,dish_sales_ratio_daily_14d,dish_order_ratio_daily_14d,dish_revenue_ratio_daily_14d,dish_order_size_ratio_14d,day_order_count_30d,day_total_quantity_30d,day_total_revenue_30d,avg_order_size_30d,day_order_variety_30d,dish_count_in_order_30d,dish_quantity_in_order_avg_30d,dish_sales_ratio_daily_30d,dish_order_ratio_daily_30d,dish_revenue_ratio_daily_30d,dish_order_size_ratio_30d
2024-01-01,36,19,1.894736842105263,70000,2520000,36,66,1579,72745000,10,23.924242424242426,0.022799240025332488,0.2878787878787879,0.03464155612069558,0.07919736008799706,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-02,66,35,1.8857142857142857,70000,4620000,66,115,2575,123375000,10,22.391304347826086,0.025631067961165047,0.30434782608695654,0.0374468085106383,0.08421636615811373,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-03,91,50,1.82,70000,6370000,91,150,3045,150220000,10,20.3,0.029885057471264367,0.3333333333333333,0.042404473438956196,0.0896551724137931,331,7199,346340000,21.749244712990937,30,104,1.8557692307692308,0.026809279066537017,0.31419939577039274,0.03900791130103367,0.0843562995533013,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-04,45,23,1.9565217391304348,70000,3150000,45,99,2066,96820000,10,20.86868686868687,0.021781219748305904,0.23232323232323232,0.03253460028919645,0.09375394587314281,364,7686,370415000,21.115384615384617,30,108,1.8703703703703705,0.026281550871714805,0.2967032967032967,0.03817340010528731,0.08920849481501654,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-05,40,20,2.0,70000,2800000,40,60,1168,55855000,10,19.466666666666665,0.03424657534246575,0.3333333333333333,0.050129800375973504,0.10273972602739727,309,6279,302895000,20.320388349514563,30,93,1.89247311827957,0.028029941073419336,0.30097087378640774,0.04067416101289226,0.09538294810477772,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-06,66,32,2.0625,70000,4620000,66,93,1884,86750000,10,20.258064516129032,0.03503184713375796,0.34408602150537637,0.053256484149855905,0.10181130573248408,252,5118,239425000,20.30952380952381,30,75,2.013333333333333,0.029503712387651426,0.2976190476190476,0.04414743656677456,0.09943499254434139,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-07,27,12,2.25,70000,1890000,27,59,1084,49590000,10,18.372881355932204,0.024907749077490774,0.2033898305084746,0.038112522686025406,0.1224630996309963,212,4136,192195000,19.50943396226415,30,64,2.078125,0.032156673114119926,0.3018867924528302,0.04844038606623481,0.10900471046362588,642,13401,635355000,20.873831775700936,70,191,1.942408376963351,0.0276845011566301,0.29750778816199375,0.04087478653666061,0.0962624251319892,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-08,118,60,1.9666666666666666,70000,8260000,118,144,3480,164995000,10,24.166666666666668,0.0339080459770115,0.4166666666666667,0.050062123094639234,0.08137931034482758,296,6448,301335000,21.783783783783782,30,104,2.0288461538461537,0.032723325062034736,0.35135135135135137,0.04901521562380739,0.10188457190276932,720,15302,727605000,21.252777777777776,70,232,1.9525862068965518,0.029603973336818717,0.32222222222222224,0.04358133877584679,0.09657413231153641,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-09,65,34,1.911764705882353,70000,4550000,65,127,3051,144485000,10,24.023622047244096,0.021304490331039004,0.2677165354330709,0.031491158251721635,0.07957853741299863,330,7615,359070000,23.075757575757574,30,106,1.9811320754716981,0.02757715036112935,0.3212121212121212,0.040939092656028075,0.0944736491296075,732,15778,748715000,21.55464480874317,70,231,1.9567099567099566,0.0286474838382558,0.3155737704918033,0.042259070540860005,0.09591158534794854,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-10,52,26,2.0,70000,3640000,52,83,1900,87920000,10,22.89156626506024,0.02736842105263158,0.3132530120481928,0.041401273885350316,0.08736842105263158,354,8431,397400000,23.816384180790962,30,120,1.9583333333333333,0.02787332463527458,0.3389830508474576,0.041394061399094115,0.08277542293681926,665,14633,686415000,22.004511278195487,70,207,1.9951690821256038,0.028223877537073738,0.3112781954887218,0.0421173779710525,0.09558490658206831,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
