time_date,y_sales,dish_count_in_order_1d,dish_quantity_in_order_avg_1d,dish_base_price,dish_revenue_day_1d,dish_total_quantity_1d,day_order_count_1d,day_total_quantity_1d,day_total_revenue_1d,day_order_variety_1d,avg_order_size_1d,dish_sales_ratio_daily_1d,dish_order_ratio_daily_1d,dish_revenue_ratio_daily_1d,dish_order_size_ratio_1d,day_order_count_3d,day_total_quantity_3d,day_total_revenue_3d,avg_order_size_3d,day_order_variety_3d,dish_count_in_order_3d,dish_quantity_in_order_avg_3d,dish_sales_ratio_daily_3d,dish_order_ratio_daily_3d,dish_revenue_ratio_daily_3d,dish_order_size_ratio_3d,day_order_count_7d,day_total_quantity_7d,day_total_revenue_7d,avg_order_size_7d,day_order_variety_7d,dish_count_in_order_7d,dish_quantity_in_order_avg_7d,dish_sales_ratio_daily_7d,dish_order_ratio_daily_7d,dish_revenue_ratio_daily_7d,dish_order_size_ratio_7d,day_order_count_14d,day_total_quantity_14d,day_total_revenue_14d,avg_order_size_14d,day_order_variety_14d,dish_count_in_order_14d,dish_quantity_in_order_avg_14d,dish_sales_ratio_daily_14d,dish_order_ratio_daily_14d,dish_revenue_ratio_daily_14d,dish_order_size_ratio_14d,day_order_count_30d,day_total_quantity_30d,day_total_revenue_30d,avg_order_size_30d,day_order_variety_30d,dish_count_in_order_30d,dish_quantity_in_order_avg_30d,dish_sales_ratio_daily_30d,dish_order_ratio_daily_30d,dish_revenue_ratio_daily_30d,dish_order_size_ratio_30d
2024-01-01,40,20,2.0,50000,2000000,40,66,1579,72745000,10,23.924242424242426,0.0253324889170361,0.30303030303030304,0.027493298508488556,0.08359721342621912,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-02,77,41,1.8780487804878048,50000,3850000,77,115,2575,123375000,10,22.391304347826086,0.029902912621359225,0.3565217391304348,0.031205673758865248,0.08387402320625148,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-03,87,42,2.0714285714285716,50000,4350000,87,150,3045,150220000,10,20.3,0.02857142857142857,0.28,0.02895752895752896,0.10204081632653061,331,7199,346340000,21.749244712990937,30,103,1.9805825242718447,0.028337269065147937,0.311178247734139,0.029450828665473234,0.08983735098633373,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-04,52,28,1.8571428571428572,50000,2600000,52,99,2066,96820000,10,20.86868686868687,0.02516940948693127,0.2828282828282828,0.026853955794257384,0.08899184068593556,364,7686,370415000,21.115384615384617,30,111,1.945945945945946,0.02810304449648712,0.30494505494505497,0.029156486643359476,0.0916355600729059,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-05,43,19,2.263157894736842,50000,2150000,43,60,1168,55855000,10,19.466666666666665,0.036815068493150686,0.31666666666666665,0.038492525288693936,0.11625811103100217,309,6279,302895000,20.320388349514563,30,89,2.044943820224719,0.028985507246376812,0.28802588996763756,0.03004341438452269,0.10243025601448945,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-06,47,29,1.6206896551724137,50000,2350000,47,93,1884,86750000,10,20.258064516129032,0.024946921443736732,0.3118279569892473,0.027089337175792507,0.08000219635405227,252,5118,239425000,20.30952380952381,30,76,1.868421052631579,0.027745212973817896,0.30158730158730157,0.02965438028610212,0.09508404935699666,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-07,28,12,2.3333333333333335,50000,1400000,28,59,1084,49590000,10,18.372881355932204,0.025830258302583026,0.2033898305084746,0.028231498285944748,0.12699876998769988,212,4136,192195000,19.50943396226415,30,60,1.9666666666666666,0.02852998065764023,0.2830188679245283,0.03069798902156664,0.10775302579091811,642,13401,635355000,20.873831775700936,70,191,1.9581151832460733,0.027908365047384524,0.29750778816199375,0.02943236458357926,0.09739471014538445,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-08,57,31,1.8387096774193548,50000,2850000,57,144,3480,164995000,10,24.166666666666668,0.016379310344827588,0.2152777777777778,0.017273250704566805,0.0760845383759733,296,6448,301335000,21.783783783783782,30,72,1.8333333333333333,0.020471464019851116,0.24324324324324326,0.021902533724924088,0.09436183490590848,720,15302,727605000,21.252777777777776,70,202,1.9356435643564356,0.02555221539668017,0.28055555555555556,0.02686897423739529,0.09632147085249218,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-09,66,34,1.9411764705882353,50000,3300000,66,127,3051,144485000,10,24.023622047244096,0.021632251720747297,0.2677165354330709,0.022839741149600305,0.08080282260396783,330,7615,359070000,23.075757575757574,30,77,1.9610389610389611,0.019829284307288246,0.23333333333333334,0.02102654078591918,0.094628710322547,732,15778,748715000,21.55464480874317,70,195,1.9487179487179487,0.024084167828622133,0.26639344262295084,0.025376812271692167,0.09588272790930881,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-10,40,21,1.9047619047619047,50000,2000000,40,83,1900,87920000,10,22.89156626506024,0.021052631578947368,0.25301204819277107,0.022747952684258416,0.0832080200501253,354,8431,397400000,23.816384180790962,30,86,1.8953488372093024,0.01933341240659471,0.24293785310734464,0.020508303975842978,0.08003179367668882,665,14633,686415000,22.004511278195487,70,174,1.9137931034482758,0.022756782614638146,0.26165413533834586,0.024256462926946526,0.0931923284412509,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
