time_date,y_sales,dish_count_in_order_1d,dish_quantity_in_order_avg_1d,dish_base_price,dish_revenue_day_1d,dish_total_quantity_1d,day_order_count_1d,day_total_quantity_1d,day_total_revenue_1d,day_order_variety_1d,avg_order_size_1d,dish_sales_ratio_daily_1d,dish_order_ratio_daily_1d,dish_revenue_ratio_daily_1d,dish_order_size_ratio_1d,day_order_count_3d,day_total_quantity_3d,day_total_revenue_3d,avg_order_size_3d,day_order_variety_3d,dish_count_in_order_3d,dish_quantity_in_order_avg_3d,dish_sales_ratio_daily_3d,dish_order_ratio_daily_3d,dish_revenue_ratio_daily_3d,dish_order_size_ratio_3d,day_order_count_7d,day_total_quantity_7d,day_total_revenue_7d,avg_order_size_7d,day_order_variety_7d,dish_count_in_order_7d,dish_quantity_in_order_avg_7d,dish_sales_ratio_daily_7d,dish_order_ratio_daily_7d,dish_revenue_ratio_daily_7d,dish_order_size_ratio_7d,day_order_count_14d,day_total_quantity_14d,day_total_revenue_14d,avg_order_size_14d,day_order_variety_14d,dish_count_in_order_14d,dish_quantity_in_order_avg_14d,dish_sales_ratio_daily_14d,dish_order_ratio_daily_14d,dish_revenue_ratio_daily_14d,dish_order_size_ratio_14d,day_order_count_30d,day_total_quantity_30d,day_total_revenue_30d,avg_order_size_30d,day_order_variety_30d,dish_count_in_order_30d,dish_quantity_in_order_avg_30d,dish_sales_ratio_daily_30d,dish_order_ratio_daily_30d,dish_revenue_ratio_daily_30d,dish_order_size_ratio_30d
2024-01-01,26,14,1.8571428571428572,80000,2080000,26,66,1579,72745000,10,23.924242424242426,0.016466117796073463,0.21212121212121213,0.028593030448828098,0.0776259838957749,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-02,72,36,2.0,80000,5760000,72,115,2575,123375000,10,22.391304347826086,0.02796116504854369,0.3130434782608696,0.04668693009118541,0.08932038834951457,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-03,111,55,2.018181818181818,80000,8880000,111,150,3045,150220000,10,20.3,0.03645320197044335,0.36666666666666664,0.059113300492610835,0.09941782355575458,331,7199,346340000,21.749244712990937,30,105,1.9904761904761905,0.029031809973607447,0.31722054380664655,0.04827626032222671,0.08878806526701467,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-04,56,28,2.0,80000,4480000,56,99,2066,96820000,10,20.86868686868687,0.027105517909002903,0.2828282828282828,0.046271431522412726,0.09583736689254599,364,7686,370415000,21.115384615384617,30,119,2.008403361344538,0.03109549830861306,0.3269230769230769,0.051617780057503074,0.09485852626593838,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-05,27,14,1.9285714285714286,80000,2160000,27,60,1168,55855000,10,19.466666666666665,0.023116438356164382,0.23333333333333334,0.038671560290036704,0.09907045009784737,309,6279,302895000,20.320388349514563,30,97,2.0,0.030896639592291768,0.313915857605178,0.051238878159098035,0.09810854684871599,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-06,43,23,1.8695652173913044,80000,3440000,43,93,1884,86750000,10,20.258064516129032,0.022823779193205943,0.24731182795698925,0.03965417867435159,0.09228745499861535,252,5118,239425000,20.30952380952381,30,65,1.9384615384615385,0.0246189917936694,0.25793650793650796,0.04210086665970555,0.09573175732966958,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-07,29,17,1.7058823529411764,80000,2320000,29,59,1084,49590000,10,18.372881355932204,0.026752767527675275,0.288135593220339,0.04678362573099415,0.09284784024310831,212,4136,192195000,19.50943396226415,30,54,1.8333333333333333,0.023936170212765957,0.25471698113207547,0.04120814797471318,0.09473524844652369,642,13401,635355000,20.873831775700936,70,187,1.946524064171123,0.02716215207820312,0.29127725856697817,0.04583264474191594,0.09234390114759446,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-08,83,39,2.128205128205128,80000,6640000,83,144,3480,164995000,10,24.166666666666668,0.02385057471264368,0.2708333333333333,0.0402436437467802,0.08806366047745358,296,6448,301335000,21.783783783783782,30,79,1.9620253164556962,0.02403846153846154,0.2668918918918919,0.0411502148771301,0.09106631857305908,720,15302,727605000,21.252777777777776,70,212,1.9858490566037736,0.02751274343223108,0.29444444444444445,0.046288851780842626,0.09383499780211997,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-09,104,49,2.122448979591837,80000,8320000,104,127,3051,144485000,10,24.023622047244096,0.034087184529662404,0.3858267716535433,0.057583832231719555,0.08834841704626786,330,7615,359070000,23.075757575757574,30,105,2.057142857142857,0.028365068942875903,0.3181818181818182,0.04812432116300443,0.0897533059222766,732,15778,748715000,21.55464480874317,70,225,2.013333333333333,0.028710863227278487,0.3073770491803279,0.04840293035400653,0.09369614475879902,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-01-10,52,23,2.260869565217391,80000,4160000,52,83,1900,87920000,10,22.89156626506024,0.02736842105263158,0.27710843373493976,0.047315741583257506,0.09876430205949656,354,8431,397400000,23.816384180790962,30,111,2.1531531531531534,0.028347764203534576,0.3135593220338983,0.048112732762959236,0.09172545986107267,665,14633,686415000,22.004511278195487,70,193,2.0414507772020727,0.026925442492995284,0.29022556390977444,0.045919742429871145,0.09360278454504788,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
